original_language,original_title,popularity,release_date,vote_average,vote_count,runtime_minutes,genres,averagerating,numvotes
en,Lambert & Stamp,0.6,1,7.2,6,117.0,"Biography,Documentary,History",6.6,665
en,Watermark,0.6,4,7.2,12,92.0,Documentary,6.9,837
en,The Drop Box,0.6,4,7.1,8,79.0,"Biography,Documentary,News",8.1,601
en,Mistaken for Strangers,0.6,3,7.1,34,75.0,"Comedy,Documentary,Music",7.3,4123
es,Manos sucias,0.6,4,7.0,11,84.0,"Drama,Thriller",7.2,432
en,Falling,0.6,12,7.0,1,105.0,"Drama,Mystery,Romance",6.0,14
en,Falling,0.6,12,7.0,1,89.0,"Drama,Romance",7.3,26
en,Falling,0.6,12,7.0,1,105.0,Drama,7.3,139
en,Falling,0.6,12,7.0,1,93.0,Drama,6.8,12
en,What It Was,0.6,7,7.0,2,90.0,"Drama,Romance",4.9,41
en,The Adventures of Paula Peril,0.6,2,7.0,1,82.0,Adventure,6.5,44
en,Last Spring Break,0.6,12,7.0,1,80.0,Comedy,5.9,27
en,Catatonia,0.6,1,7.0,1,78.0,"Crime,Drama,Thriller",3.2,47
en,The Majdanek Gas Chamber Myth,0.6,12,7.0,1,82.0,"Documentary,History",6.0,42
en,Broken Heart Land,0.6,6,7.0,1,81.0,"Documentary,Drama,Mystery",7.9,21
en,Who Is Vermin Supreme? An Outsider Odyssey,0.6,4,7.0,1,100.0,"Biography,Comedy,Documentary",9.1,29
en,Remission,0.6,4,7.0,1,90.0,"Drama,Horror",4.9,25
en,Althea,0.6,11,7.0,2,83.0,"Biography,Documentary,History",6.6,37
en,Help,0.6,7,7.0,3,109.0,"Horror,Thriller",4.5,327
en,The History of Time Travel,0.6,10,7.0,2,72.0,"Documentary,Drama,History",6.9,294
en,The Milky Way,0.6,4,7.0,3,97.0,"Comedy,Drama",6.6,20
en,The Milky Way,0.6,4,7.0,3,93.0,"Documentary,Family",7.6,47
en,Mimi and Dona,0.6,10,7.0,1,65.0,"Documentary,Drama",7.7,44
en,The Last Man on Earth,0.6,3,7.0,1,90.0,Romance,7.9,7
en,Hate Crimes in the Heartland,0.6,2,7.0,1,60.0,"Crime,Documentary,History",6.8,55
en,Doll Factory,0.6,10,7.0,1,90.0,"Comedy,Horror",7.8,79
en,Jennifer Help Us,0.6,10,7.0,1,85.0,Horror,7.1,33
en,First Impression,0.6,6,7.0,1,94.0,"Comedy,Romance",6.7,29
en,500 Miles,0.6,1,7.0,1,82.0,"Drama,Romance",6.4,139
en,Return to the Wild: The Chris McCandless Story,0.6,11,7.0,1,57.0,"Adventure,Documentary",6.9,220
en,The Thanhouser Studio and the Birth of American Cinema,0.6,12,7.0,1,54.0,"Biography,Documentary,History",7.0,53
en,Baaz,0.6,1,7.0,1,142.0,Action,7.7,59
en,More Scenes from a Gay Marriage,0.6,11,7.0,2,70.0,"Comedy,Drama,Romance",5.5,539
en,A Reunion,0.6,6,7.0,2,79.0,"Comedy,Drama,Romance",5.2,134
en,Return of the River,0.6,10,7.0,1,69.0,"Documentary,Drama,History",7.5,14
en,Tomato Republic,0.6,4,7.0,1,61.0,"Documentary,News,Reality-TV",8.8,8
en,Sounding the Alarm: Battling the Autism Epidemic,0.6,4,7.0,1,58.0,Documentary,6.3,43
en,Delivery,0.6,9,7.0,2,87.0,"Horror,Mystery,Thriller",5.3,1006
en,Delivery,0.6,9,7.0,2,92.0,"Comedy,Documentary",5.9,33
en,Shake the Dust,0.6,6,7.0,2,84.0,"Documentary,Music",8.0,37
en,Spies of Mississippi,0.6,2,7.0,2,53.0,Documentary,7.5,86
en,The David Dance,0.6,3,7.0,1,108.0,Drama,7.4,65
en,Through a Lens Darkly: Black Photographers and the Emergence of a People,0.6,1,7.0,2,90.0,"Documentary,Family,History",6.5,115
en,El cerrajero,0.6,1,7.0,1,77.0,Drama,5.6,141
en,Happiness,0.6,1,7.0,3,80.0,"Documentary,Drama,Family",7.1,270
en,Happiness,0.6,1,7.0,3,90.0,Drama,6.3,57
en,Freedom Summer,0.6,1,7.0,2,113.0,Documentary,7.6,79
en,Cesar's Last Fast,0.6,4,7.0,1,100.0,Documentary,6.9,38
en,In No Great Hurry: 13 Lessons in Life with Saul Leiter,0.6,1,7.0,4,75.0,Documentary,7.6,173
en,A Will for the Woods,0.6,8,7.0,1,93.0,"Documentary,Drama",6.9,74
es,Purgatorio: Viaje al corazón de la frontera,0.6,10,7.0,3,80.0,Documentary,6.6,21
en,Run for Your Life,0.6,10,6.9,5,67.0,Thriller,7.2,64
en,X: Past Is Present,0.6,11,6.9,4,105.0,"Drama,Mystery,Romance",5.5,473
en,Evolution's Achilles' Heels,0.6,10,6.8,3,96.0,Documentary,6.2,131
en,All About Ann: Governor Richards of the Lone Star State,0.6,4,6.8,3,82.0,"Comedy,Documentary,History",8.0,141
en,The Hitch,0.6,5,6.8,4,63.0,"Action,Comedy,Crime",5.5,11
en,The Hitch,0.6,5,6.8,4,82.0,Documentary,7.8,152
en,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,0.6,10,6.8,4,98.0,Documentary,6.8,99
es,Dos disparos,0.6,9,6.8,4,104.0,"Comedy,Drama",6.2,314
en,ThuleTuvalu,0.6,11,6.8,3,96.0,"Documentary,News",7.4,90
en,Words with Gods,0.6,10,6.8,2,133.0,Drama,7.0,311
en,Driving Miss Daisy,0.6,6,6.7,5,100.0,"Comedy,Drama",8.2,122
en,Happy Go Lucky,0.6,11,6.7,3,129.0,Comedy,6.7,129
en,I Am Road Comic,0.6,4,6.7,3,68.0,Documentary,6.1,258
en,Patrick's Day,0.6,3,6.7,3,102.0,"Drama,Family,Romance",7.0,346
en,Imagine I'm Beautiful,0.6,1,6.6,4,88.0,Drama,5.3,229
en,La Bare,0.6,6,6.6,5,91.0,Documentary,6.1,357
en,Stand Clear of the Closing Doors,0.6,5,6.6,5,102.0,Drama,6.4,428
en,Drain the Bermuda Triangle,0.6,10,6.5,2,44.0,Documentary,6.4,87
es,Short Plays,0.6,6,6.5,2,105.0,Sport,4.6,32
pt,Lila,0.6,10,6.5,4,53.0,Documentary,8.8,10
pt,Lila,0.6,10,6.5,4,82.0,Horror,6.6,5
en,Night of the Living Dead,0.6,10,6.5,1,79.0,Horror,5.3,277
fr,The Passenger,0.6,2,6.5,3,61.0,"Crime,Drama",4.5,180
en,Lake Los Angeles,0.6,6,6.5,2,85.0,Drama,6.7,114
en,Summer's Shadow,0.6,6,6.5,1,102.0,"Drama,Family",6.8,60
en,Questioning Darwin,0.6,2,6.5,2,59.0,Documentary,5.3,438
en,Mercedes Sosa: La voz de Latinoamérica,0.6,1,6.5,4,90.0,"Documentary,Music",7.2,102
en,Lady Peacock,0.6,1,6.3,3,99.0,"Comedy,Romance",5.9,138
en,Uncertain Terms,0.6,6,6.3,6,75.0,"Comedy,Drama",5.8,313
en,Waiting in the Wings: The Musical,0.6,4,6.3,3,107.0,"Comedy,Music,Musical",5.9,147
en,Private Violence,0.6,1,6.3,3,80.0,"Crime,Documentary,Drama",6.9,219
ro,Quod erat demonstrandum,0.6,5,6.3,3,107.0,"Drama,Thriller",7.3,247
en,Kung Fu Elliot,0.6,1,6.3,7,81.0,"Biography,Comedy,Documentary",6.4,318
en,Weekend of a Champion,0.6,5,6.3,4,93.0,Documentary,7.6,407
en,Comeback Dad,0.6,6,6.3,4,90.0,Drama,6.1,87
en,Meet the Hitlers,0.6,10,6.3,4,83.0,"Comedy,Documentary,Drama",6.2,364
en,A Haunting on Washington Avenue: The Temple Theatre,0.6,11,6.2,5,90.0,Documentary,6.7,66
en,The Coffee Shop,0.6,1,6.2,3,90.0,"Comedy,Romance",3.7,70
en,Flutter,0.6,4,6.1,4,86.0,"Drama,Thriller",5.3,298
en,Flutter,0.6,4,6.1,4,96.0,Drama,5.8,341
en,Flutter,1.754,11,5.3,5,86.0,"Drama,Thriller",5.3,298
en,Flutter,1.754,11,5.3,5,96.0,Drama,5.8,341
pt,Se Deus Vier Que Venha Armado,0.6,11,6.1,5,88.0,"Crime,Drama",6.1,78
en,Inverse,0.6,2,6.0,1,100.0,"Mystery,Sci-Fi",5.3,80
en,Cry Now,0.6,7,6.0,1,87.0,Romance,5.4,65
en,Grand Auto Theft: L.A.,0.6,10,6.0,1,82.0,Action,3.1,52
en,One Weekend,0.6,10,6.0,1,71.0,Drama,6.8,20
en,The Power of the Heart,0.6,10,6.0,2,84.0,Documentary,6.8,101
en,No Control,0.6,11,6.0,1,80.0,"Documentary,News",6.7,23
en,Space Ninja: The Animated Movie,0.6,10,6.0,1,70.0,"Action,Animation,Sci-Fi",4.6,22
en,Clarity,0.6,10,6.0,1,92.0,Drama,6.0,61
en,Assumption of Risk,0.6,3,6.0,1,97.0,"Mystery,Sci-Fi,Thriller",6.7,49
en,She Lights Up Well,0.6,9,6.0,1,77.0,"Comedy,Musical",8.1,15
en,SBK The-Movie,0.6,12,6.0,1,84.0,Comedy,7.2,242
en,Flyover Country,0.6,1,6.0,1,100.0,"Comedy,Drama",6.3,84
en,"Fear Town, USA",0.6,4,6.0,4,92.0,"Comedy,Horror",5.3,142
en,Tasmanian Tiger,0.6,4,6.0,1,82.0,"Comedy,Drama",8.4,5
en,Killing Jimmy Hoffa,0.6,11,6.0,1,79.0,Documentary,6.5,68
en,The Christmas Switch,0.6,12,6.0,1,97.0,Family,5.4,261
en,Twink,0.6,11,6.0,3,68.0,Drama,4.6,56
en,Zero Tolerance,0.6,3,6.0,1,89.0,"Action,Crime,Thriller",4.2,1465
en,Zero Tolerance,0.6,3,6.0,1,80.0,Documentary,6.3,12
en,Zero Tolerance,5.242,12,4.4,23,89.0,"Action,Crime,Thriller",4.2,1465
en,Zero Tolerance,5.242,12,4.4,23,80.0,Documentary,6.3,12
en,The Owl,0.6,12,6.0,1,114.0,"Drama,Horror,Thriller",5.9,46
en,Scarlet's Witch,0.6,12,6.0,2,84.0,"Drama,Fantasy,Mystery",4.4,119
en,The Key,0.6,11,6.0,1,105.0,Mystery,8.0,10
en,The Key,0.6,11,6.0,1,85.0,Drama,6.0,23
en,The Key,0.6,11,6.0,1,90.0,"Action,Horror,Mystery",5.4,9
en,The Historian,0.6,11,6.0,1,124.0,Drama,4.4,218
en,Silk,0.6,5,6.0,1,92.0,"Documentary,Music",6.6,11
en,Pauly Shore Stands Alone,0.6,12,6.0,2,87.0,"Biography,Comedy,Documentary",7.0,210
en,Down Dog,0.6,9,6.0,1,97.0,Comedy,4.9,114
en,Down Dog,0.6,1,6.0,2,97.0,Comedy,4.9,114
en,We Are Kings,0.6,9,6.0,1,90.0,Musical,7.2,58
en,David Bowie Is Happening Now,0.6,9,6.0,1,99.0,Documentary,7.3,108
en,10%: What Makes a Hero?,0.6,8,6.0,1,88.0,"Adventure,Biography,Documentary",6.4,544
en,Aldo,0.6,6,6.0,1,66.0,"Comedy,Drama,Thriller",6.1,23
en,A Picture of You,0.6,6,6.0,4,83.0,Drama,6.3,203
en,Mudbloods,0.6,6,6.0,2,89.0,"Documentary,Sport",6.7,248
en,Mount Joy,0.6,2,6.0,2,86.0,Drama,7.4,75
en,Young Bodies Heal Quickly,0.6,4,6.0,1,102.0,"Comedy,Drama",5.9,54
en,5 Hour Friends,0.6,3,6.0,1,97.0,"Comedy,Drama,Romance",6.2,64
de,Tempo Girl,0.6,3,6.0,1,74.0,"Comedy,Drama,Romance",6.9,83
en,The Standbys,0.6,2,6.0,1,76.0,"Documentary,Drama",6.4,56
en,Chaplin of the Mountains,0.6,2,6.0,1,91.0,Drama,7.6,38
en,Big in Japan,0.6,3,6.0,2,100.0,"Comedy,Music",6.1,147
en,Big in Japan,0.6,3,6.0,2,95.0,"Adventure,Comedy,Documentary",7.6,78
en,Afternoon of a Faun: Tanaquil Le Clercq,0.6,2,6.0,2,91.0,"Biography,Documentary,Drama",7.2,176
en,Lady Valor: The Kristin Beck Story,0.6,3,6.0,3,90.0,Documentary,7.5,136
en,The Sturgeon Queens,0.6,1,6.0,1,52.0,"Comedy,Documentary,Family",8.3,21
en,A Short History of Decay,0.6,5,6.0,3,94.0,Comedy,6.0,448
en,Coyote,0.6,12,6.0,4,76.0,"Adventure,Documentary,Drama",8.0,10
en,Coyote,0.6,12,6.0,4,92.0,"Comedy,Drama",7.5,33
en,Coyote,0.6,12,6.0,4,75.0,"Comedy,Fantasy,Horror",5.9,84
en,The New Black,0.6,2,6.0,3,80.0,"Documentary,Drama,News",6.8,85
es,Con la pata quebrada,0.6,3,6.0,1,83.0,Documentary,5.7,95
en,Charlie Victor Romeo,0.6,1,6.0,1,80.0,"Documentary,Drama,History",6.4,283
en,G.B.F.,0.6,1,5.9,268,92.0,"Comedy,Drama,Romance",6.0,10072
en,Where the Road Runs Out,0.6,9,5.8,4,91.0,"Drama,Family,Romance",6.2,92
en,See You Next Tuesday,0.6,8,5.8,4,82.0,"Comedy,Drama",6.3,153
el,Na kathesai kai na koitas,0.6,4,5.7,3,98.0,Drama,6.0,125
en,Starcrossed,0.6,9,5.5,1,78.0,"Drama,Romance,Thriller",4.0,109
en,Turn Around Jake,0.6,1,5.5,2,95.0,"Comedy,Drama,Family",5.6,125
en,Horse Camp,0.6,1,5.5,2,108.0,Family,6.7,82
en,Zombie Isle,0.6,10,5.5,2,90.0,"Comedy,Horror",2.5,173
en,The Cult of JT LeRoy,0.6,11,5.5,2,92.0,"Biography,Crime,Documentary",6.7,74
en,Koyelaanchal,0.6,5,5.5,2,145.0,"Action,Drama",5.7,234
en,Bite Size,0.6,3,5.5,2,80.0,"Documentary,Drama,Family",6.1,151
en,Arlo and Julie,0.6,3,5.5,2,76.0,"Comedy,Mystery,Romance",7.7,54
en,Born to Fly: Elizabeth Streb vs. Gravity,0.6,3,5.5,2,82.0,"Action,Biography,Documentary",6.7,47
en,Old Goats,0.6,1,5.5,2,91.0,"Biography,Comedy",6.5,87
en,The Gospel of John,0.6,12,5.4,5,160.0,Drama,7.8,563
en,The Notorious Mr. Bout,0.6,1,5.4,5,90.0,Documentary,6.7,358
ru,Begletsy,0.6,10,5.4,4,95.0,"Adventure,Drama,Thriller",6.1,27
en,Toy Masters,0.6,8,5.3,3,97.0,"Biography,Comedy,Documentary",8.7,10
en,Alec Mapa: Baby Daddy,0.6,3,5.3,2,78.0,"Biography,Comedy,Documentary",4.5,116
en,Captain Z & the Terror of Leviathan,0.6,5,5.3,2,80.0,Comedy,3.5,100
en,The Dog Who Saved Easter,0.6,4,5.2,5,87.0,Family,3.8,159
en,The Hand That Feeds,0.6,4,5.2,3,84.0,"Documentary,Drama,News",7.2,51
en,Out in the Night,0.6,6,5.1,4,75.0,"Biography,Crime,Documentary",7.4,88
en,Watchers of the Sky,0.6,1,5.1,4,120.0,"Biography,Documentary,History",7.1,223
en,Al Helm: Martin Luther King in Palestine,0.6,7,5.0,1,93.0,"Documentary,Drama,Music",7.3,6
en,Red Butterfly,0.6,11,5.0,1,85.0,"Drama,Romance,Thriller",5.5,140
en,What Lies Beyond... The Beginning,0.6,11,5.0,1,90.0,"Comedy,Horror",3.9,45
en,Broken Gardenias,0.6,6,5.0,1,88.0,"Comedy,Drama,Romance",5.8,36
en,Big Boy,0.6,1,5.0,1,89.0,Drama,5.1,16
en,Love Me Anyway,0.6,1,5.0,2,77.0,"Drama,Romance",4.5,62
en,Error in the Ménage,0.6,2,5.0,1,70.0,"Comedy,Drama,Horror",4.7,15
en,Red,0.6,1,5.0,1,107.0,Drama,8.4,8
en,Red,0.6,1,5.0,1,90.0,Drama,8.1,26
en,Connected by Coffee,0.6,1,5.0,1,70.0,"Adventure,Documentary",7.9,12
en,Of Dice and Men,0.6,3,5.0,1,75.0,"Comedy,Drama,Fantasy",7.4,38
en,Spermicide,0.6,1,5.0,2,92.0,"Comedy,Crime,Thriller",4.6,25
en,Jaguar,0.6,9,5.0,1,85.0,"Action,Adventure,History",6.9,7
en,Jaguar,0.6,9,5.0,1,153.0,Action,5.8,202
en,Unleashed! A Dog Dancing Story,0.6,2,5.0,1,83.0,"Comedy,Documentary,Drama",7.9,10
en,Blind Malice,0.6,2,5.0,1,100.0,Thriller,5.5,154
en,Targeting,0.6,6,5.0,1,85.0,Drama,4.6,103
en,The Haunting of Baylock Residence,0.6,1,5.0,2,70.0,"Horror,Thriller",4.2,102
en,Down Here,0.6,1,5.0,2,89.0,"Crime,Drama,Mystery",4.8,40
en,Dark Tarot,0.6,8,5.0,1,81.0,Thriller,3.8,40
en,White Creek,0.6,7,5.0,1,90.0,"Drama,Horror,Thriller",4.7,49
en,Thank God It's Friday,0.6,9,5.0,1,52.0,"Documentary,Drama,History",7.0,21
en,The Principle,0.6,10,5.0,1,90.0,"Documentary,News,Thriller",5.4,340
en,Proud Citizen,0.6,7,5.0,1,89.0,"Comedy,Drama",7.9,16
en,Getting to the Nutcracker,0.6,4,5.0,1,98.0,"Documentary,Family",7.4,32
en,Fagbug Nation,0.6,1,5.0,1,88.0,"Adventure,Documentary,Drama",4.3,17
en,The Barefoot Artist,0.6,12,5.0,1,83.0,"Biography,Documentary,Family",6.7,15
en,The Yank,0.6,3,5.0,1,89.0,Comedy,4.4,82
en,Act of Faith,0.6,4,5.0,1,85.0,Drama,7.0,37
en,Bitter Honey,0.6,10,5.0,1,81.0,"Documentary,Drama",5.8,13
en,3 Scream Queens,0.6,11,5.0,1,75.0,Horror,5.3,45
en,Underwater Dreams,0.6,7,5.0,1,86.0,"Documentary,History,News",7.8,77
en,3 Wicked Witches,0.6,1,5.0,2,75.0,Horror,4.0,45
en,The Unity of All Things,0.6,4,5.0,1,98.0,"Comedy,Drama,Sci-Fi",5.3,49
en,Tomorrow We Disappear,0.6,4,5.0,1,80.0,"Documentary,Drama",7.9,74
en,Uneasy Lies the Mind,0.6,3,5.0,1,90.0,"Drama,Thriller",5.7,38
en,Beauty Factory,0.6,2,5.0,1,85.0,"Documentary,Drama",7.5,20
en,Yakona,0.6,3,5.0,1,85.0,"Documentary,History",7.8,34
en,Falcon Song,0.6,3,5.0,1,105.0,"Family,Fantasy,Western",6.5,27
en,Hanna Ranch,0.6,5,5.0,1,73.0,"Biography,Documentary,Drama",7.3,32
pt,E Agora? Lembra-me,0.6,8,5.0,2,164.0,"Biography,Documentary,History",7.3,359
en,Dangerous Acts Starring the Unstable Elements of Belarus,0.6,1,5.0,1,76.0,"Documentary,Drama",7.6,140
en,Love in the Time of Monsters,0.6,3,5.0,2,97.0,"Comedy,Horror",5.5,183
en,Die Zeit vergeht wie ein brüllender Löwe,0.6,4,5.0,2,79.0,Documentary,7.5,39
en,Finding the Funk,0.6,1,5.0,1,78.0,"Documentary,History,Music",7.6,54
en,Papirosen,0.6,1,5.0,1,74.0,Documentary,6.3,115
en,Hank and Asha,0.6,4,5.0,3,73.0,"Comedy,Romance",6.5,384
en,Growing Up and Other Lies,0.6,4,4.9,5,90.0,Comedy,4.7,684
en,Breastmilk,0.6,5,4.8,3,85.0,"Documentary,Drama",5.6,98
en,Default,0.6,10,4.8,2,88.0,"Action,Thriller",4.3,219
en,Henry & Me,0.6,8,4.7,3,67.0,"Animation,Family",6.2,132
en,Gone Doggy Gone,0.6,4,4.6,4,89.0,"Adventure,Comedy",4.9,198
en,Apparition of Evil,0.6,10,4.6,5,74.0,"Crime,Horror,Mystery",3.8,65
en,The War I Knew,0.6,4,4.5,2,97.0,"Action,Drama,War",4.1,140
en,Downshift,0.6,8,4.5,2,77.0,"Action,Drama",5.7,77
en,Not Another Zombie Movie....About the Living Dead,0.6,10,4.5,2,79.0,"Action,Comedy,Horror",5.4,64
en,All Hell Breaks Loose,0.6,12,4.5,2,92.0,"Action,Comedy,Horror",5.1,60
en,Lyle,0.6,7,4.5,2,65.0,"Drama,Horror",6.1,210
en,Time to Kill,0.6,3,4.5,2,71.0,"Action,Horror,Thriller",5.3,103
en,Fishtail,0.6,4,4.5,2,70.0,"Documentary,Western",6.8,45
en,Jake's Road,0.6,9,4.4,4,85.0,"Action,Horror,Thriller",4.1,178
en,American Weapon,0.6,3,4.4,8,100.0,"Horror,Thriller",2.4,148
en,Christmas Grace,0.6,10,4.3,3,84.0,"Drama,Family",4.3,501
en,Red Kingdom Rising,0.6,4,4.3,3,73.0,Horror,5.5,63
en,Fairfield,0.6,11,4.0,1,90.0,"Drama,Horror,Thriller",5.2,54
en,Shhhh,0.6,1,4.0,2,80.0,Horror,3.8,85
en,"June, Adrift",0.6,6,4.0,1,84.0,"Comedy,Drama",5.6,79
en,The Big Fat Stone,0.6,1,4.0,1,111.0,Drama,5.5,8430
en,Creepers,0.6,10,4.0,1,93.0,Horror,6.1,237
en,The House Behind the Wall,0.6,12,4.0,1,94.0,Horror,5.3,23
en,Bleaching Black Culture,0.6,9,4.0,1,51.0,Documentary,4.7,57
en,Shock Attack,0.6,3,4.0,2,88.0,"Horror,Sci-Fi",2.3,44
en,Rest Days,0.6,1,4.0,1,85.0,"Crime,Drama,Thriller",3.7,23
en,4 Nights in the Hamptons,0.6,9,4.0,2,87.0,"Comedy,Drama,Romance",4.7,120
en,Bachelors Grove,0.6,7,4.0,1,120.0,Horror,4.4,48
en,Get Dead,0.6,12,4.0,1,80.0,"Comedy,Horror",4.5,31
pt,The War Within,0.6,3,4.0,2,92.0,"Drama,Fantasy",5.2,112
en,First Kiss,0.6,3,4.0,2,88.0,"Comedy,Romance",4.5,26
en,God the Father,0.6,10,4.0,1,101.0,Documentary,6.3,632
en,Semper Fight,0.6,7,4.0,1,77.0,Drama,4.1,28
en,Wings: Sky Force Heroes,0.6,7,4.0,2,84.0,"Adventure,Animation,Comedy",4.0,156
en,The Caretakers,0.6,6,4.0,1,102.0,Thriller,5.2,56
en,Candid,0.6,5,4.0,2,93.0,"Horror,Thriller",5.2,161
en,PMS Cop,0.6,2,4.0,3,92.0,Horror,4.5,84
en,Four Seasons,0.6,1,4.0,1,90.0,"Comedy,Romance",5.7,72
en,Sheriff of Contention,0.6,4,4.0,1,104.0,Western,4.0,16
en,Johnny Winter: Down & Dirty,0.6,3,4.0,1,104.0,Documentary,8.7,18
en,The Activist,0.6,3,4.0,2,90.0,Thriller,5.5,79
en,I Put a Hit on You,0.6,1,4.0,3,78.0,"Comedy,Romance,Thriller",6.1,114
pt,Matadouro,0.6,10,4.0,2,72.0,"Horror,Mystery,Thriller",5.3,34
en,The Lock In,0.6,1,3.8,3,90.0,Musical,3.2,10
en,"Oliver, Stoned.",0.6,3,3.8,7,90.0,Comedy,4.2,671
en,The Martial Arts Kid,0.6,1,3.8,2,103.0,"Action,Family",7.5,223
en,Thr33 Days Dead,0.6,11,3.7,5,83.0,Horror,3.6,89
en,The Offering,0.6,11,3.7,3,110.0,Thriller,3.6,10
en,The Offering,0.6,11,3.7,3,95.0,"Drama,Horror,Mystery",3.8,1745
en,The Offering,3.754,5,4.2,49,110.0,Thriller,3.6,10
en,The Offering,3.754,5,4.2,49,95.0,"Drama,Horror,Mystery",3.8,1745
en,Deadly Lessons,0.6,3,3.6,4,138.0,"Comedy,Thriller",5.7,2029
en,Deadly Lessons,0.6,2,4.3,3,138.0,"Comedy,Thriller",5.7,2029
en,Breakaway,0.6,10,3.5,1,101.0,"Comedy,Drama,Sport",5.8,2105
en,Hello,0.6,1,3.5,1,131.0,"Action,Romance",7.2,1305
en,Eternal Damn Nation,0.6,3,3.5,2,82.0,"Action,Horror,Thriller",4.7,63
en,Missing William,0.6,3,3.5,2,90.0,Drama,6.2,443
en,Water Wars,0.6,1,3.5,2,78.0,Action,4.2,70
en,Against the Grain,0.6,1,3.5,2,87.0,"Drama,Romance",6.9,83
id,Guardian,0.6,5,3.3,4,91.0,"Action,Thriller",4.4,138
en,Kung Fu Brother,0.6,6,3.0,1,91.0,Action,7.0,518
en,Slit Mouth Woman in LA,0.6,11,3.0,2,104.0,"Action,Horror,Mystery",4.2,67
en,Dinner,0.6,10,3.0,2,105.0,"Drama,Thriller",8.0,7
en,Cut Her Out,0.6,9,3.0,1,88.0,"Horror,Thriller",4.0,79
en,Tales of Poe,0.6,1,3.0,2,120.0,"Fantasy,Horror,Thriller",4.5,142
en,Expressway to Your Skull,0.6,7,3.0,1,84.0,"Horror,Thriller",4.8,46
en,Dreadtime Stories,0.6,11,3.0,2,105.0,"Horror,Thriller",4.0,81
en,The Gays,0.6,2,3.0,1,68.0,Comedy,4.1,15
en,Haunters,0.6,11,3.0,1,88.0,"Comedy,Documentary,Horror",5.8,12
en,The Other Side,0.6,10,3.0,2,105.0,Crime,8.2,10
en,The Other Side,0.6,10,3.0,2,103.0,"Drama,Horror,Thriller",3.0,244
en,The Other Side,0.6,10,3.0,2,85.0,Thriller,5.4,12
en,The Other Side,0.6,10,3.0,2,92.0,"Documentary,Drama",6.9,903
en,The Other Side,0.6,10,3.0,2,138.0,"Comedy,Drama,Romance",5.6,87
en,Now Hiring,0.6,3,3.0,1,94.0,"Action,Comedy,Family",6.1,47
en,By God's Grace,0.6,11,3.0,2,83.0,"Drama,Family",5.8,135
en,Merely Players,0.6,12,3.0,1,81.0,"Comedy,Drama",5.2,10
en,Field Freak,0.6,12,3.0,4,90.0,"Comedy,Horror,Thriller",3.2,234
en,"Gore, Quebec",0.6,10,3.0,2,79.0,"Horror,Thriller",4.7,52
en,Out to Kill,0.6,7,3.0,4,83.0,"Drama,Mystery",4.2,183
en,24 Hours,0.6,7,3.0,1,96.0,"Action,Thriller",3.2,579
es,24 Hours,0.679,9,10.0,1,96.0,"Action,Thriller",3.2,579
en,The Legend of Six Fingers,0.6,6,3.0,2,72.0,Horror,4.8,68
en,NSFW: Not Safe for Work,0.6,3,2.8,5,70.0,"Comedy,Drama,Romance",5.3,65
en,Watch Me Die,0.6,6,2.7,3,87.0,Horror,3.6,32
en,Paranormal Retreat,0.6,7,2.7,3,73.0,Horror,2.3,50
en,Beaster Day: Here Comes Peter Cottonhell,0.6,4,2.6,5,87.0,"Comedy,Horror",3.6,213
en,Breaking In,0.6,1,2.5,2,88.0,"Action,Crime,Drama",5.4,10154
en,Breaking In,12.188,5,5.9,290,88.0,"Action,Crime,Drama",5.4,10154
en,Cinema Purgatorio,0.6,6,2.5,1,98.0,Comedy,8.0,33
en,The Window,0.6,6,2.5,2,112.0,"Crime,Mystery,Thriller",4.0,34
en,The Window,0.6,6,2.5,2,118.0,"Drama,Mystery",7.6,14
en,Bury,0.6,1,2.5,2,79.0,"Fantasy,Mystery,Thriller",3.5,59
en,The Warp,0.6,1,2.5,2,70.0,"Horror,Thriller",2.8,44
en,A Field Full of Secrets,0.6,12,2.5,2,122.0,Documentary,5.7,190
en,Arkham Sanitarium: Soul Eater,0.6,2,2.5,2,73.0,Horror,2.2,142
en,Killervision,0.6,7,2.5,2,93.0,"Drama,Thriller",5.4,57
en,Boobs,0.6,10,2.3,2,55.0,Documentary,7.1,12
en,As Night Comes,0.6,11,2.1,5,103.0,"Crime,Drama",4.0,193
en,Permanent,0.6,7,2.0,1,111.0,"Action,Crime,Drama",6.0,37
en,Permanent,0.6,7,2.0,1,93.0,Comedy,5.5,1443
en,Permanent,2.577,12,5.6,24,111.0,"Action,Crime,Drama",6.0,37
en,Permanent,2.577,12,5.6,24,93.0,Comedy,5.5,1443
en,Stranglehold,0.6,5,2.0,1,92.0,"Drama,Sci-Fi,Thriller",5.2,15
en,A Reason,0.6,6,2.0,1,112.0,Drama,6.6,51
en,White Dwarf,0.6,1,2.0,1,95.0,"Comedy,Drama",6.5,13
en,The Bloody Indulgent,0.6,8,2.0,1,80.0,"Comedy,Horror,Musical",4.9,56
en,Bikini Swamp Girl Massacre,0.6,4,2.0,3,83.0,Horror,3.1,152
en,Dark Disciple,0.6,10,2.0,1,80.0,Thriller,7.0,71
en,Alongside Night,0.6,1,2.0,1,112.0,"Action,Adventure,Drama",2.0,480
